Tribunal;Codigo orgao;Municipio;UF;Nome orgao;Grau;CP_Apr_2024;CP_Apr_2025;%CP;Sus_Apr_2024;Sus_Apr_2025;%Sus;CN_12_meses;Tbaix_12_meses;Desp_12_meses;DecInc_12_meses;SentCM_12_meses;SentSM_12_meses;ProcSM100_Apr_2025;Conc100_Apr_2025;TPSent_12_meses;TPCPL_Apr_2025;TC_Apr_2025;IAD_12_meses
TJSP;74725;MOGI DAS CRUZES;SP;VARA PLANTÃO DA 45ª C J - MOGI DAS CRUZES;G1, JE;607;750;23,6%;341;462;35,5%;981;4;16;851;0;0;75;0;;1 ano e 4 meses;99%;0%
TJSP;10548;SAO PAULO;SP;01 VARA DE ACIDENTES DO TRABALHO CENTRAL;G1;3.058;5.477;79,1%;393;1.014;158%;6.414;6.182;10.853;8.498;3.096;429;590;18;1 ano e 1 Mes;1 ano e 4 meses;42%;96%
TJSP;10939;SAO PAULO;SP;01 VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO UNIP DE SANTO AMARO;G1, JE;7.241;6.662;-8%;564;601;6,6%;3.015;5.282;62;8.781;3.251;1.013;1.829;13;11 meses;1 ano e 3 meses;53%;175%
TJSP;10813;JANDIRA;SP;VARA JUIZADO ESP. CIVEL CRIM. DE JANDIRA;G1, JE;2.961;2.877;-2,8%;520;487;-6,3%;1.937;2.053;4.458;3.296;1.474;342;123;38;1 ano;1 ano e 3 meses;54%;106%
TJSP;17575;SAO PAULO;SP;01 VARA JUIZADO ESPECIAL DA FAZENDA PUBLICA DE CENTRAL;G1, JE;12.005;15.705;30,8%;2.888;1.122;-61,1%;11.707;9.766;13.799;33.084;12.609;1.615;1.181;34;1 ano e 2 meses;1 ano e 3 meses;60%;83%
TJSP;59888;BOTUCATU;SP;TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 23 C.J. - BOTUCATU DE BOTUCATU;TR;53;30;-43,4%;27;10;-63%;22;47;82;29;2;0;4;7;2 anos e 1 Mes;1 ano e 3 meses;24%;214%
TJSP;9673;GUARULHOS;SP;01 VARA JUIZADO ESPECIAL CIVEL DE GUARULHOS;G1, JE;5.089;6.112;20,1%;107;64;-40,2%;4.411;3.693;516;6.689;2.370;1.137;1.147;11;1 ano;1 ano e 3 meses;62%;84%
TJSP;9494;CARAGUATATUBA;SP;VARA JUIZADO ESP. CIVEL CRIM. DE CARAGUATATUBA;G1, JE;3.517;3.580;1,8%;186;8;-95,7%;3.852;3.793;3.505;6.533;2.828;692;1.793;8;9 meses;1 ano e 3 meses;48%;98%
TJSP;10655;SERRA NEGRA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE SERRA NEGRA;G1, JE;2.163;2.533;17,1%;1.205;1.309;8,6%;1.161;821;3.678;1.543;697;132;141;14;10 meses;1 ano e 3 meses;60%;71%
TJSP;76989;SALESOPOLIS;SP;CEJUSC - PRÉ-PROCESSUAL;G1;1;3;200%;0;0;;11;9;0;0;0;0;2;0;;1 ano e 3 meses;25%;82%
TJSP;87778;PARANAPANEMA;SP;SETOR DAS EXECUCOES FISCAIS DA COMARCA DE PARANAPANEMA;G1;15.311;11.924;-22,1%;411;410;-0,2%;4.287;8.129;227;108;1.122;4.417;1.505;0;2 anos e 2 meses;1 ano e 3 meses;59%;190%
TJSP;10855;PARIQUERA-ACU;SP;JUIZADO ESPECIAL CIVEL CRIM. DE PARIQUERA ACU;G1, JE;550;650;18,2%;90;40;-55,6%;641;537;1.659;995;395;48;108;0;8 meses;1 ano e 3 meses;50%;84%
TJSP;9860;LUCELIA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE LUCELIA;G1, JE;859;1.076;25,3%;30;11;-63,3%;1.957;1.700;4.271;2.398;1.261;177;244;3;5 meses;1 ano e 3 meses;39%;87%
TJSP;10947;TAUBATE;SP;VARA JUIZADO ESP. CIVEL CRIM. DE TAUBATE;G1, JE;2.392;2.850;19,1%;136;138;1,5%;3.340;2.768;6.060;3.879;1.723;1.317;540;16;4 meses;1 ano e 3 meses;49%;83%
TJSP;10811;BARUERI;SP;01 VARA JUIZADO ESP. CIVEL CRIM. DE BARUERI;G1, JE;7.591;9.481;24,9%;87;79;-9,2%;6.850;4.848;9.608;11.340;2.538;1.194;953;1.934;10 meses;1 ano e 3 meses;66%;71%
TJSP;10547;SAO PAULO;SP;04 VARA DE ACIDENTES DO TRABALHO CENTRAL;G1;3.832;6.702;74,9%;250;971;288,4%;6.826;5.983;8.518;12.131;3.706;194;614;9;1 ano e 3 meses;1 ano e 3 meses;49%;88%
TJSP;84175;SAO PAULO;SP;5 VARA DA FAMILIA E SUCESSOES DO FORO REGIONAL XII - NOSSA SENHORA DO O;G1;3.969;4.243;6,9%;447;606;35,6%;2.028;2.040;5.917;15.148;1.661;410;711;3;1 ano e 7 meses;1 ano e 3 meses;64%;101%
TJSP;10720;TAQUARITUBA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE TAQUARITUBA;G1, JE;1.084;1.453;34%;69;70;1,4%;1.330;976;5.059;779;943;115;272;14;7 meses;1 ano e 3 meses;59%;73%
TJSP;9681;GUARULHOS;SP;02 VARA JUIZADO ESPECIAL CIVEL DE GUARULHOS;G1, JE;4.842;5.980;23,5%;56;48;-14,3%;4.335;3.511;81;5.120;2.310;830;1.225;9;11 meses;1 ano e 3 meses;63%;81%
TJSP;74897;ITAJOBI;SP;JUIZADO ESPECIAL CÍVEL E CRIMINAL DE ITAJOBI;G1, JE;754;776;2,9%;48;7;-85,4%;618;603;193;1.334;345;97;106;0;1 ano e 7 meses;1 ano e 3 meses;56%;98%
TJSP;9376;BATATAIS;SP;VARA JUIZADO ESP. CIVEL CRIM. DE BATATAIS;G1, JE;1.976;2.254;14,1%;218;108;-50,5%;2.539;2.295;6.095;7.050;2.381;341;146;2;1 ano e 2 meses;1 ano e 3 meses;48%;90%
TJSP;10845;ITAPEVA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE ITAPEVA;G1, JE;3.708;4.045;9,1%;788;799;1,4%;3.269;2.928;6.787;2.215;1.689;695;601;41;1 ano;1 ano e 3 meses;53%;90%
TJSP;72839;NAZARE PAULISTA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE NAZARE PAULISTA;G1, JE;663;636;-4,1%;13;2;-84,6%;685;708;1.331;1.414;446;124;223;8;9 meses;1 ano e 3 meses;47%;103%
TJSP;10887;POA;SP;VARA JUIZADO ESP. CIVEL CRIM. DE POA;G1, JE;1.609;1.991;23,7%;296;276;-6,8%;2.630;2.299;1.566;5.684;1.612;373;309;13;9 meses;1 ano e 3 meses;43%;87%
TJSP;9897;MIGUELOPOLIS;SP;JUIZADO ESPECIAL CIVEL CRIM. DE MIGUELOPOLIS;G1, JE;973;1.140;17,2%;57;13;-77,2%;751;607;1.659;1.388;730;106;259;13;1 ano e 4 meses;1 ano e 3 meses;65%;81%
TJSP;9504;CARAPICUIBA;SP;VARA JUIZADO ESP. CIVEL CRIM. DE CARAPICUIBA;G1, JE;7.442;8.501;14,2%;2.173;2.213;1,8%;6.427;5.412;6.277;8.377;4.022;920;1.008;62;11 meses;1 ano e 3 meses;54%;84%
TJSP;72838;ASSIS;SP;03 CRIMINAL DE ASSIS;G1, JE;536;641;19,6%;100;107;7%;656;618;1.420;1.611;390;61;114;1;9 meses;1 ano e 3 meses;46%;94%
TJSP;12775;APARECIDA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE APARECIDA;G1, JE;1.348;1.703;26,3%;56;94;67,9%;1.562;1.189;1.987;2.552;977;263;351;34;8 meses;1 ano e 3 meses;57%;76%
TJSP;17842;ITIRAPINA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE ITIRAPINA;G1, JE;798;1.065;33,5%;67;108;61,2%;968;719;2.764;697;551;72;116;17;9 meses;1 ano e 3 meses;56%;74%
TJSP;16991;SAO JOSE DOS CAMPOS;SP;VARA VIOL. DOMEST. E FAM. CONTRA A MULHER DE SAO JOSE DOS CAMPOS;G1, JE;2.955;2.751;-6,9%;6;5;-16,7%;2.654;3.392;7.307;4.433;1.685;24;473;0;11 meses;1 ano e 3 meses;45%;128%
TJSP;10885;RIO DAS PEDRAS;SP;JUIZADO ESPECIAL CIVEL CRIM. DE RIO DAS PEDRAS - INATIVA;G1, JE;592;587;-0,8%;62;54;-12,9%;697;699;1.398;900;329;42;65;18;1 ano e 2 meses;1 ano e 3 meses;43%;100%
TJSP;59956;ARACATUBA;SP;VARA JUIZADO ESPECIAL CIVEL DE ARACATUBA;G1, JE;5.864;6.129;4,5%;434;426;-1,8%;6.526;6.265;828;16.519;4.966;2.268;477;17;8 meses;1 ano e 3 meses;48%;96%
TJSP;10818;ITATINGA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE ITATINGA - INATIVO;G1, JE;1.106;927;-16,2%;87;76;-12,6%;810;1.001;2.088;1.656;527;111;311;2;1 ano e 1 Mes;1 ano e 3 meses;46%;124%
TJSP;10884;PIRACICABA;SP;VARA JUIZADO ESP. CIVEL CRIM. DE PIRACICABA;G1, JE;6.461;6.216;-3,8%;342;285;-16,7%;5.672;5.781;573;19.130;3.579;1.787;1.053;10;9 meses;1 ano e 3 meses;51%;102%
TJSP;82747;BARUERI;SP;1 FAMILIA SUCESSOES DE BARUERI;G1;2.991;3.133;4,7%;57;172;201,8%;2.091;2.007;1.560;7.595;1.565;633;216;28;1 ano;1 ano e 3 meses;60%;96%
TJSP;74562;TABAPUA;SP;JUIZADO ESPECIAL CIVEL E CRIMINAL DE TABAPUA;G1, JE;1.053;949;-9,9%;233;54;-76,8%;585;678;48;2.141;587;49;270;1;2 anos e 11 meses;1 ano e 3 meses;57%;116%
TJSP;10038;PENAPOLIS;SP;VARA JUIZADO ESP. CIVEL CRIM. DE PENAPOLIS;G1, JE;10.761;10.985;2,1%;1.066;1.426;33,8%;8.904;8.885;7.511;12.043;6.558;1.062;2.387;48;11 meses;1 ano e 3 meses;52%;100%
TJSP;72841;SUZANO;SP;ANEXO VIOL. DOMEST. E FAM. CONTRA A MULHER DE SUZANO;G1, JE;2.465;2.952;19,8%;1.812;2.206;21,7%;1.161;823;2.270;2.394;390;2;95;0;1 ano e 9 meses;1 ano e 3 meses;48%;71%
TJSP;72311;SALESOPOLIS;SP;JUIZADO ESPECIAL CIVEL E CRIMINAL DE SALESOPOLIS;G1, JE;252;304;20,6%;16;46;187,5%;283;235;149;1.078;201;39;93;8;9 meses;1 ano e 3 meses;51%;83%
TJSP;74629;TAQUARITINGA;SP;04 CUMULATIVA DE TAQUARITINGA;G1, JE;1.393;1.725;23,8%;232;319;37,5%;1.506;1.268;3.576;3.648;962;210;163;7;9 meses;1 ano e 3 meses;53%;84%
TJSP;85431;IPAUSSU;SP;CEJUSC - PRÉ-PROCESSUAL;G1;1;2;100%;0;0;;1;0;0;1;1;0;2;0;2 meses;1 ano e 3 meses;100%;0%
TJSP;10004;PACAEMBU;SP;JUIZADO ESPECIAL CIVEL CRIM. DE PACAEMBU;G1, JE;1.540;1.764;14,5%;37;13;-64,9%;2.200;1.973;4.858;1.934;1.381;363;1.029;4;5 meses;1 ano e 3 meses;47%;90%
TJSP;74542;MORRO AGUDO;SP;JUIZADO ESPECIAL CIVEL CRIM. DE MORRO AGUDO;G1, JE;1.049;1.020;-2,8%;25;8;-68%;798;823;1.310;749;600;74;181;3;1 ano e 2 meses;1 ano e 3 meses;55%;103%
TJSP;9942;MONTE ALTO;SP;JUIZADO ESPECIAL CIVEL CRIM. DE MONTE ALTO;G1, JE;2.982;2.519;-15,5%;483;153;-68,3%;2.756;3.208;7.512;4.502;2.183;329;220;21;1 ano e 6 meses;1 ano e 3 meses;42%;116%
TJSP;9962;NOVO HORIZONTE;SP;JUIZADO ESPECIAL CIVEL CRIM. DE NOVO HORIZONTE;G1, JE;1.738;1.871;7,7%;378;128;-66,1%;1.203;1.095;3.171;678;929;267;443;14;1 ano e 6 meses;1 ano e 3 meses;61%;91%
TJSP;76483;VOTUPORANGA;SP;02 VARA CRIMINAL DA COMARCA DE VOTUPORANGA;G1, JE;1.065;749;-29,7%;170;116;-31,8%;1.145;1.547;1.007;4.232;1.109;97;187;1;10 meses;1 ano e 3 meses;29%;135%
TJSP;9974;ORLANDIA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE ORLANDIA;G1, JE;837;802;-4,2%;167;27;-83,8%;1.005;1.037;1.450;1.059;632;349;270;16;1 ano;1 ano e 3 meses;43%;103%
TJSP;9400;BILAC;SP;JUIZADO ESPECIAL CIVEL CRIM. DE BILAC;G1, JE;1.183;1.214;2,6%;165;68;-58,8%;1.468;1.475;3.099;2.165;1.083;221;116;1;1 ano e 2 meses;1 ano e 3 meses;44%;100%
TJSP;59757;ARACATUBA;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 36 C.J. - ARACATUBA DE ARACATUBA;TR;500;491;-1,8%;457;310;-32,2%;0;9;17;48;0;0;0;0;10 anos;1 ano e 3 meses;10%;
TJSP;85883;LIMEIRA;SP;VARA DA FAMILIA E SUCESSOES DE LIMEIRA;G1;6.641;7.120;7,2%;250;390;56%;3.963;3.782;6.861;9.374;2.738;530;391;40;1 ano e 3 meses;1 ano e 3 meses;64%;95%
TJSP;10882;ESPIRITO SANTO DO PINHAL;SP;JUIZADO ESPECIAL CIVEL CRIM. DE ESPIRITO SANTO DO PINHAL;G1, JE;2.721;2.978;9,4%;1.513;1.481;-2,1%;1.397;1.149;4.613;2.299;1.061;302;224;31;8 meses;1 ano e 3 meses;56%;82%
TJSP;85311;BRAGANCA PAULISTA;SP;CEJUSC - PRÉ-PROCESSUAL;G1;6;14;133,3%;0;0;;9;1;3;0;0;0;7;0;;1 ano e 3 meses;93%;11%
TJSP;70906;SAO PAULO;SP;2ª CÂMARA RESERVADA DE DIREITO EMPRESARIAL;G2;4.543;5.952;31%;80;164;105%;5.889;4.608;5.369;8.403;886;1.048;1.021;812;5 meses;1 ano e 3 meses;56%;78%
TJSP;78716;COTIA;SP;ANEXO DA VIOLÊNCIA DOMÉSTICA DO FORO DE COTIA;G1, JE;1.256;1.632;29,9%;551;775;40,7%;722;476;914;1.259;171;0;305;0;2 anos e 8 meses;1 ano e 3 meses;64%;66%
TJSP;9607;FRANCA;SP;02 FAMILIA SUCESSOES DE FRANCA;G1;2.954;3.368;14%;916;1.054;15,1%;2.747;2.370;9.686;3.797;1.916;323;802;2;6 meses;1 ano e 3 meses;49%;86%
TJSP;10868;LORENA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE LORENA;G1, JE;2.734;3.278;19,9%;568;406;-28,5%;2.020;1.529;870;4.006;1.584;358;340;119;1 ano e 3 meses;1 ano e 3 meses;65%;76%
TJSP;9634;GUARARAPES;SP;JUIZADO ESPECIAL CIVEL CRIM. DE GUARARAPES;G1, JE;2.002;1.559;-22,1%;734;410;-44,1%;1.686;2.162;5.655;2.684;1.553;282;249;4;1 ano e 11 meses;1 ano e 3 meses;34%;128%
TJSP;10754;TUPÃ;SP;VARA JUIZADO ESPECIAL CIVEL DE TUPA;G1, JE;11.973;13.064;9,1%;88;69;-21,6%;11.450;10.395;20.778;17.830;7.348;2.678;1.361;6;1 ano;1 ano e 3 meses;56%;91%
TJSP;10830;PAULINIA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE PAULINIA;G1, JE;7.268;8.999;23,8%;165;74;-55,2%;5.816;4.102;2.232;5.147;2.725;412;4.551;258;1 ano e 3 meses;1 ano e 3 meses;69%;71%
TJSP;10862;CAJAMAR;SP;JUIZADO ESPECIAL CIVEL E CRIMINAL DE CAJAMAR;G1, JE;1.942;1.823;-6,1%;163;5;-96,9%;1.647;1.772;620;4.260;1.330;468;623;9;1 ano e 3 meses;1 ano e 3 meses;51%;108%
TJSP;10206;SANTA ADELIA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE SANTA ADELIA;G1, JE;1.013;872;-13,9%;295;52;-82,4%;796;945;997;1.112;718;138;233;18;2 anos e 5 meses;1 ano e 3 meses;46%;119%
TJSP;72306;MAUA;SP;01 FAMILIA SUCESSOES DE MAUA;G1;2.744;2.390;-12,9%;634;374;-41%;2.355;2.757;5.003;6.849;1.974;639;503;3;1 ano;1 ano e 2 meses;42%;117%
TJSP;9887;MATAO;SP;VARA JUIZADO ESP. CIVEL CRIM. DE MATAO;G1, JE;3.095;3.477;12,3%;1.003;881;-12,2%;2.285;2.002;2.390;4.072;1.501;277;356;61;1 ano e 2 meses;1 ano e 2 meses;56%;88%
TJSP;9537;COTIA;SP;VARA JUIZADO ESP. CIVEL CRIM. DE COTIA;G1, JE;6.390;7.046;10,3%;401;397;-1%;5.703;5.009;9.327;5.357;3.466;711;608;69;9 meses;1 ano e 2 meses;57%;88%
TJSP;10899;RIO CLARO;SP;VARA JUIZADO ESPECIAL CIVEL CRIM. DE RIO CLARO;G1, JE;4.987;4.946;-0,8%;478;543;13,6%;4.188;4.197;11.669;13.838;2.657;990;342;5;11 meses;1 ano e 2 meses;51%;100%
TJSP;76603;SAO PAULO;SP;03 VARA DO JUIZADO ESP.DA FAZENDA PUBLICA DE CENTRAL;G1, JE;13.364;14.926;11,7%;817;126;-84,6%;11.816;11.243;13.844;39.042;11.849;1.933;1.234;8;6 meses;1 ano e 2 meses;57%;95%
TJSP;10916;SAO SEBASTIAO;SP;JUIZADO ESPECIAL CIVEL CRIM. DE SAO SEBASTIAO;G1, JE;2.551;3.370;32,1%;173;163;-5,8%;2.127;1.332;2.786;2.614;939;215;558;371;1 ano;1 ano e 2 meses;71%;63%
TJSP;10938;SAO PAULO;SP;01 VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO UNISA DE SANTO AMARO;G1, JE;6.117;5.806;-5,1%;441;217;-50,8%;3.302;4.430;598;7.875;2.607;885;1.501;4;10 meses;1 ano e 2 meses;55%;134%
TJSP;9643;GUARIBA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE GUARIBA;G1, JE;1.301;1.360;4,5%;210;218;3,8%;1.823;1.786;4.323;2.663;1.251;288;150;58;10 meses;1 ano e 2 meses;39%;98%
TJSP;10006;PALESTINA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE PALESTINA;G1, JE;373;360;-3,5%;6;4;-33,3%;426;431;1.341;1.470;364;60;49;2;1 ano e 3 meses;1 ano e 2 meses;45%;101%
TJSP;17566;PONTAL;SP;JUIZADO ESPECIAL CIVEL CRIM. DE PONTAL;G1, JE;716;725;1,3%;62;76;22,6%;732;734;850;2.735;511;119;88;9;1 ano e 1 Mes;1 ano e 2 meses;46%;100%
TJSP;9478;CAMPOS DO JORDAO;SP;JUIZADO ESPECIAL CIVEL CRIM. DE CAMPOS DO JORDAO;G1, JE;949;1.093;15,2%;43;34;-20,9%;1.072;923;1.317;1.759;543;237;191;8;9 meses;1 ano e 2 meses;53%;86%
TJSP;10200;ROSANA;SP;JUIZADO ESPECIAL CIVEL E CRIMINAL DE ROSANA;G1, JE;1.196;1.270;6,2%;233;120;-48,5%;1.158;1.088;2.443;1.104;638;138;511;14;1 ano e 8 meses;1 ano e 2 meses;51%;94%
TJSP;85464;MAIRIPORA;SP;CEJUSC - PRÉ-PROCESSUAL;G1;2;5;150%;0;0;;8;5;2;0;0;0;2;0;;1 ano e 2 meses;50%;62%
TJSP;9412;BORBOREMA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE BORBOREMA;G1, JE;550;494;-10,2%;80;82;2,5%;560;603;902;917;464;118;55;6;9 meses;1 ano e 2 meses;39%;108%
TJSP;82746;TAUBATE;SP;2 FAMILIA SUCESSOES DE TAUBATE;G1;2.548;2.871;12,7%;77;114;48,1%;2.425;2.171;2.555;6.386;1.839;359;440;10;9 meses;1 ano e 2 meses;56%;90%
TJSP;10893;RANCHARIA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE RANCHARIA;G1, JE;2.047;2.216;8,3%;349;341;-2,3%;1.994;1.836;3.644;4.235;1.180;492;627;11;11 meses;1 ano e 2 meses;50%;92%
TJSP;10775;VARZEA PAULISTA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE VARZEA PAULISTA;G1, JE;3.275;3.520;7,5%;1.423;1.549;8,9%;1.520;1.344;1.105;2.757;1.047;495;317;28;1 ano e 5 meses;1 ano e 2 meses;59%;88%
TJSP;9828;JUNQUEIROPOLIS;SP;JUIZADO ESPECIAL CIVEL CRIM. DE JUNQUEIROPOLIS;G1, JE;1.056;983;-6,9%;39;20;-48,7%;1.290;1.364;2.791;671;863;124;287;14;6 meses;1 ano e 2 meses;41%;106%
TJSP;10159;REGISTRO;SP;VARA JUIZADO ESP. CIVEL CRIM. DE REGISTRO;G1, JE;1.946;2.110;8,4%;297;187;-37%;2.944;2.780;3.876;3.045;2.040;263;282;27;9 meses;1 ano e 2 meses;41%;94%
TJSP;77687;VARGEM GRANDE PAULISTA;SP;JUIZADO ESPECIAL CIVEL DE VARGEM GRANDE PAULISTA;G1, JE;1.121;1.154;2,9%;60;61;1,7%;952;897;972;1.915;648;99;113;2;9 meses;1 ano e 2 meses;55%;94%
TJSP;10545;SAO PAULO;SP;02 VARA DE ACIDENTES DO TRABALHO CENTRAL;G1;2.733;5.256;92,3%;394;864;119,3%;5.677;5.648;12.545;10.808;2.617;388;509;87;11 meses;1 ano e 2 meses;44%;99%
TJSP;70950;SAO PAULO;SP;16CAMARA DE DIREITO CRIMINAL;G2;2.734;2.705;-1,1%;11;18;63,6%;7.358;7.385;8.060;5.626;894;148;600;191;2 meses;1 ano e 2 meses;27%;100%
TJSP;9586;ESTRELA D OESTE;SP;JUIZADO ESPECIAL CIVEL CRIM. DE ESTRELA D OESTE;G1, JE;1.188;1.353;13,9%;303;223;-26,4%;1.390;1.207;660;2.469;1.075;99;249;7;10 meses;1 ano e 2 meses;47%;87%
TJSP;74398;JARINU;SP;JUIZADO ESPECIAL CIVEL DE JARINU;G1, JE;608;537;-11,7%;18;13;-27,8%;502;576;216;1.949;386;102;181;7;8 meses;1 ano e 2 meses;48%;115%
TJSP;76855;SAO PAULO;SP;CEJUSC - JUSTIÇA EXPRESSA;G1;6;12;100%;0;0;;5;4;21;0;0;0;7;0;;1 ano e 2 meses;75%;80%
TJSP;79441;BAURU;SP;ANEXO DE VIOLÊNCIA DOMÉSTICA E FAMILIAR CONTRA A MULHER DE BAURU;G1, JE;5.571;6.843;22,8%;2.638;3.197;21,2%;2.327;1.272;10.692;5.315;795;38;220;5;2 anos e 1 Mes;1 ano e 2 meses;74%;55%
TJSP;81259;SAO PAULO;SP;ANEXO JUDICIARIO DA CASA DA MULHER BRASILEIRA;G1, JE;1.716;1.464;-14,7%;595;544;-8,6%;1.798;14;20;1.893;0;10;163;0;0 anos;1 ano e 2 meses;98%;1%
TJSP;10639;SAO SIMAO;SP;JUIZADO ESPECIAL CIVEL CRIM. DE SAO SIMAO;G1, JE;444;361;-18,7%;36;24;-33,3%;578;657;924;986;435;70;82;0;5 meses;1 ano e 2 meses;32%;114%
TJSP;10676;SOROCABA;SP;01 VARA JUIZADO ESPECIAL CIVEL DE SOROCABA;G1, JE;6.582;7.710;17,1%;2.147;2.401;11,8%;4.368;3.392;6.100;4.008;2.110;981;267;319;10 meses;1 ano e 2 meses;61%;78%
TJSP;80077;LIMEIRA;SP;ANEXO DE VIOLENCIA DOMESTICA E FAMILIAR CONTRA A MULHER DE LIMEIRA;G1, JE;2.043;2.608;27,7%;756;954;26,2%;1.221;830;1.742;2.858;375;0;108;6;1 ano e 2 meses;1 ano e 2 meses;67%;68%
TJSP;9508;CASA BRANCA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE CASA BRANCA;G1, JE;1.939;2.654;36,9%;401;409;2%;1.941;1.641;1.599;3.841;1.260;209;302;10;1 ano e 8 meses;1 ano e 2 meses;58%;85%
TJSP;9650;GUARUJA;SP;02 CRIMINAL DE GUARUJA;G1, JE;8.905;10.383;16,6%;641;949;48%;7.547;5.847;2.965;9.456;2.644;230;5.595;30;7 meses;1 ano e 2 meses;62%;77%
TJSP;10077;PIRAJUI;SP;JUIZADO ESPECIAL CIVEL CRIM. DE PIRAJUI;G1, JE;2.439;3.062;25,5%;612;610;-0,3%;2.968;2.375;5.009;5.614;1.688;141;347;19;10 meses;1 ano e 2 meses;51%;80%
TJSP;74743;SOROCABA;SP;VARA PLANTÃO DA 19ª C J - SOROCABA;G1, JE;612;747;22,1%;410;533;30%;1.373;5;84;1.206;4;1;47;0;0 anos;1 ano e 2 meses;98%;0%
TJSP;70905;SAO PAULO;SP;1ª CÂMARA RESERVADA DE DIREITO EMPRESARIAL;G2;4.390;5.720;30,3%;140;195;39,3%;6.145;4.920;5.329;9.055;1.241;1.193;1.015;398;4 meses;1 ano e 2 meses;53%;80%
TJSP;74739;SAO CARLOS;SP;VARA PLANTÃO DA 12ª C J - SÃO CARLOS;G1, JE;115;169;47%;55;83;50,9%;255;0;6;263;1;2;21;0;0 anos;1 ano e 2 meses;100%;0%
TJSP;74744;TAUBATE;SP;VARA PLANTÃO DA 47ª C J - TAUBATÉ;G1, JE;397;480;20,9%;222;288;29,7%;785;4;9;467;1;2;49;0;0 anos;1 ano e 2 meses;98%;1%
TJSP;17832;GUARULHOS;SP;03 VARA JUIZADO ESPECIAL CIVEL DE GUARULHOS;G1, JE;4.658;5.602;20,3%;18;25;38,9%;4.394;3.780;319;4.289;2.508;1.029;1.220;7;9 meses;1 ano e 2 meses;60%;86%
TJSP;10215;SANTA BRANCA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE SANTA BRANCA;G1, JE;523;523;0%;79;109;38%;387;398;972;342;333;73;43;0;5 meses;1 ano e 2 meses;42%;103%
TJSP;82751;HORTOLANDIA;SP;2 CRIMINAL DE HORTOLANDIA;G1, JE;2.127;2.241;5,4%;724;939;29,7%;1.117;1.136;2.615;3.651;800;102;151;5;1 ano e 8 meses;1 ano e 2 meses;53%;102%
TJSP;87849;MARILIA;SP;SETOR DAS EXECUCOES FISCAIS DA COMARCA DE MARILIA;G1;60.258;52.999;-12%;5.837;4.641;-20,5%;2.745;9.331;1.698;1.408;8.660;6.896;17.696;3;5 anos e 3 meses;1 ano e 2 meses;84%;340%
TJSP;10008;PALMEIRA D OESTE;SP;JUIZADO ESPECIAL CIVEL CRIM. DE PALMEIRA D OESTE;G1, JE;856;896;4,7%;429;404;-5,8%;1.043;1.019;1.689;1.172;692;118;177;13;5 meses;1 ano e 2 meses;32%;98%
TJSP;10227;SANTA RITA DO PASSA QUATRO;SP;JUIZADO ESPECIAL CIVEL CRIM. DE SANTA RITA DO PASSA QUATRO;G1, JE;1.350;1.101;-18,4%;276;23;-91,7%;1.294;1.542;3.065;2.158;1.152;208;180;7;3 anos e 7 meses;1 ano e 2 meses;41%;119%
TJSP;9259;AGUAS DE LINDOIA;SP;JUIZADO ESPECIAL CIVEL CRIM. DE AGUAS DE LINDOIA;G1, JE;1.059;1.403;32,5%;169;195;15,4%;1.178;860;929;1.836;654;131;153;13;8 meses;1 ano e 2 meses;58%;73%
TJSP;9477;CAMPINAS;SP;02 VARA JUIZADO ESPECIAL CIVEL DE CAMPINAS;G1, JE;5.576;6.003;7,7%;1.459;1.665;14,1%;4.897;4.966;421;13.375;4.332;1.282;410;2;7 meses;1 ano e 2 meses;47%;101%
TJSP;59199;ITAPETININGA;SP;02 FAMILIA SUCESSOES DE ITAPETININGA;G1, JE;1.614;1.666;3,2%;468;517;10,5%;1.381;1.322;3.843;3.606;1.063;170;195;1;8 meses;1 ano e 2 meses;46%;96%
TJSP;74686;ANDRADINA;SP;VARA PLANTÃO DA 37ª C J - ANDRADINA;G1, JE;138;162;17,4%;14;18;28,6%;212;0;7;230;0;0;58;0;;1 ano e 2 meses;100%;0%
